,INDEX,MATCH_KEYPOINTS,MATCH_DESCRIPTORS,TIME_LAPSE
0,SIFT,0.8820235952809438,5137.378510260162,0.09116539000001467
1,ORB,0.9518,3757.10806339131,0.08788660799996251
2,KAZE,0.9638574283810792,3756.623324141553,0.6372395739999774
3,AKAZE,0.9388748647673999,3755.2696647488688,1.762652323999987
4,BRISK,0.7542287467134093,3755.2472534751364,13.910566467999956
5,SIFT_FREAK,0.3751030179349319,3757.3304774717694,4.218654940999954
6,START_BRIEF,0.3116412213740458,2781.8470482756597,0.09582492800007003
